global_multidim_rank,name,url,composite_value_index,popularity_score,maintenance_score,unity_integrity_score,code_scale_score,security_surface_score,project_relevance_score,noise_penalty_score,multidim_tier,priority_tier,final_score,stars,forks,age_since_push_days,pushed_at,open_issues,structure_status,is_standard_unity_project,is_active_2y,is_recent_1y,cs_file_count,scene_count,has_packages_manifest,size_kb,security_surface_total,surface_network,surface_file,surface_archive,surface_deser,surface_dynamic,surface_native,negative_noise_signal,positive_project_signal,negative_filter_hit,positive_project_hit,description,topics,language,license,selection_note,selection_reason
38,wyx-0203/sgs-unity,https://github.com/wyx-0203/sgs-unity,84.89,91.81,30,100,100,100,92,0,C_standard_popular_or_older,A_priority,77.37,84,17,884,2024-02-25T06:06:55Z,3,standard_unity_project,TRUE,FALSE,FALSE,275,3,TRUE,337796,61,18,9,0,8,21,5,FALSE,TRUE,FALSE,TRUE,An online card game made with Unity engine.,,C#,,"composite=84.89; dimensions=pop:91.81,maint:30,unity:100,scale:100,surface:100,relevance:92,penalty:0; tier=C_standard_popular_or_older","84 stars; pushed 884d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
39,webDrag0n/MorpheusFrontend,https://github.com/webDrag0n/MorpheusFrontend,84.84,46.46,92,100,82.62,100,86,0,A_active_standard_high_confidence,A_priority,92.05,12,2,55,2026-06-03T03:41:51Z,0,standard_unity_project,TRUE,TRUE,TRUE,17,5,TRUE,505423,175,130,7,0,3,2,33,FALSE,TRUE,FALSE,TRUE,Robot simulation platform based on ROS2 MuJoCo & Unity,,C#,MIT,"composite=84.84; dimensions=pop:46.46,maint:92,unity:100,scale:82.62,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","12 stars; pushed 55d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
40,coconauts/startcraft-unity3d,https://github.com/coconauts/startcraft-unity3d,84.76,100,68,100,100,57.8,92,0,A_active_standard_high_confidence,A_priority,109.48,696,116,319,2025-09-12T14:34:05Z,3,standard_unity_project,TRUE,TRUE,TRUE,162,7,TRUE,61507,21,3,6,2,4,5,1,FALSE,TRUE,FALSE,TRUE,"A recreation of the classic RTS game Starcraft by Blizzard, on Unity3D",,C#,GPL-3.0,"composite=84.76; dimensions=pop:100,maint:68,unity:100,scale:100,surface:57.8,relevance:92,penalty:0; tier=A_active_standard_high_confidence","696 stars; pushed 319d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic,native"
41,Knite-Studios/Goopocalypse,https://github.com/Knite-Studios/Goopocalypse,84.73,43.29,82,100,100,100,86,0,A_active_standard_high_confidence,A_priority,94.83,7,4,168,2026-02-10T20:43:47Z,0,standard_unity_project,TRUE,TRUE,TRUE,915,45,TRUE,116563,249,123,4,0,1,15,106,FALSE,TRUE,FALSE,TRUE,"Unity co-op game using Mirror Networking,  XLua, and OneJS","csharp, game-development, unity",C#,MIT,"composite=84.73; dimensions=pop:43.29,maint:82,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","7 stars; pushed 168d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
42,Arcthesia/ArcCreate,https://github.com/Arcthesia/ArcCreate,84.4,100,92,100,100,90.6,54,35,B_active_standard_review_noise,reject_noise,80.85,466,70,55,2026-06-03T04:31:40Z,27,standard_unity_project,TRUE,TRUE,TRUE,991,9,TRUE,338105,35,8,7,0,1,14,5,TRUE,TRUE,TRUE,TRUE,Community based rhythm game editor and player made with Unity.,"community, csharp, game, music-game, rhythm-game, wehateunity",C#,GPL-3.0,"composite=84.4; dimensions=pop:100,maint:92,unity:100,scale:100,surface:90.6,relevance:54,penalty:35; tier=B_active_standard_review_noise","466 stars; pushed 55d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,deser,dynamic,native"
43,parkchamchi/DepthViewer,https://github.com/parkchamchi/DepthViewer,84.17,92.49,30,100,100,95.8,92,0,C_standard_popular_or_older,A_priority,81.02,89,13,892,2024-02-17T08:24:39Z,7,standard_unity_project,TRUE,FALSE,FALSE,101,2,TRUE,393178,37,9,12,1,0,7,8,FALSE,TRUE,FALSE,TRUE,Unity program that creates 3D scenes for VR using MiDaS model,"3d, depth, depthmap, midas, unity, vr",C#,MIT,"composite=84.17; dimensions=pop:92.49,maint:30,unity:100,scale:100,surface:95.8,relevance:92,penalty:0; tier=C_standard_popular_or_older","89 stars; pushed 892d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,dynamic,native"
44,breineng/mimesis-ai-clone-unity,https://github.com/breineng/mimesis-ai-clone-unity,84.01,39.29,82,100,100,100,86,0,A_active_standard_high_confidence,A_priority,90.49,7,2,118,2026-04-01T21:47:43Z,0,standard_unity_project,TRUE,TRUE,TRUE,281,6,TRUE,9410,91,19,15,0,1,24,32,FALSE,TRUE,FALSE,TRUE,Fully AI generated Unity game - Mimesis Clone,,C#,MIT,"composite=84.01; dimensions=pop:39.29,maint:82,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","7 stars; pushed 118d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
45,SERAP-KEREM/HolePeople,https://github.com/SERAP-KEREM/HolePeople,83.49,36.41,82,100,100,100,86,0,A_active_standard_high_confidence,A_priority,81.39,4,3,107,2026-04-12T17:22:02Z,1,standard_unity_project,TRUE,TRUE,TRUE,266,48,TRUE,119848,48,8,21,0,3,16,0,FALSE,TRUE,FALSE,TRUE,Grid-based puzzle game: Guide stickmen into matching holes and interact with MatrixHole and Holder systems.,"game, gamedesign, gamedev, holepeople, hypercasual, hypercasual-game, indiegame, puzzle-game, rollic, unity, unity3d",C#,,"composite=83.49; dimensions=pop:36.41,maint:82,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","4 stars; pushed 107d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic"
46,Reinisch/Warcraft-Arena-Unity,https://github.com/Reinisch/Warcraft-Arena-Unity,83.4,100,92,100,100,29.4,92,0,A_active_standard_high_confidence,A_priority,105.67,580,141,40,2026-06-18T17:33:39Z,2,standard_unity_project,TRUE,TRUE,TRUE,1001,4,TRUE,226407,12,2,3,0,0,7,0,FALSE,TRUE,FALSE,TRUE,World of Warcraft client-server combat system implementation in Unity with Photon Bolt.,"arena, multiplayer, photon, unity, world-of-warcraft, wow",C#,Unlicense,"composite=83.4; dimensions=pop:100,maint:92,unity:100,scale:100,surface:29.4,relevance:92,penalty:0; tier=A_active_standard_high_confidence","580 stars; pushed 40d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
47,ErkrodC/UnityChess,https://github.com/ErkrodC/UnityChess,83.4,100,68,100,100,51,92,0,A_active_standard_high_confidence,A_priority,100.64,230,118,200,2026-01-09T06:57:51Z,0,standard_unity_project,TRUE,TRUE,TRUE,109,3,TRUE,178356,20,1,6,0,3,10,0,FALSE,TRUE,FALSE,TRUE,A 2D chess game made with Unity.,"chess, csharp, unity, unity3d",C#,MIT,"composite=83.4; dimensions=pop:100,maint:68,unity:100,scale:100,surface:51.0,relevance:92,penalty:0; tier=A_active_standard_high_confidence","230 stars; pushed 200d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic"
48,Kevin-717/Arknights-Remake,https://github.com/Kevin-717/Arknights-Remake,83.11,63.92,48,100,100,100,92,0,A_active_standard_high_confidence,A_priority,77.56,25,5,391,2025-07-02T14:16:05Z,1,standard_unity_project,TRUE,TRUE,FALSE,381,47,TRUE,766113,46,12,17,2,5,9,1,FALSE,TRUE,FALSE,TRUE,基于unity制作的明日方舟电脑版,,C#,,"composite=83.11; dimensions=pop:63.92,maint:48,unity:100,scale:100,surface:100,relevance:92,penalty:0; tier=A_active_standard_high_confidence","25 stars; pushed 391d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic,native"
49,Dreamware-Games/NinjaThea,https://github.com/Dreamware-Games/NinjaThea,83.06,34,82,100,100,100,86,0,A_active_standard_high_confidence,A_priority,81.75,9,0,97,2026-04-22T18:22:32Z,0,standard_unity_project,TRUE,TRUE,TRUE,138,10,TRUE,22938,135,25,5,0,0,2,103,FALSE,TRUE,FALSE,TRUE,Casual 2D platformer with a cute ninja girl theme.,"2d, cute, pixel-art, platformer, unity",C#,,"composite=83.06; dimensions=pop:34.0,maint:82,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","9 stars; pushed 97d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
50,SensiLab/sensilab-ar-sandbox,https://github.com/SensiLab/sensilab-ar-sandbox,82.98,73.21,48,90,100,100,92,0,A_active_standard_high_confidence,A_priority,83.21,28,13,707,2024-08-20T14:43:24Z,2,standard_unity_project,TRUE,TRUE,FALSE,179,1,FALSE,1644,164,90,7,0,4,3,60,FALSE,TRUE,FALSE,TRUE,An Augmented Reality based Sandbox written in Unity,,C#,GPL-3.0,"composite=82.98; dimensions=pop:73.21,maint:48,unity:90,scale:100,surface:100,relevance:92,penalty:0; tier=A_active_standard_high_confidence","28 stars; pushed 707d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
51,daltonbr/Undercooked,https://github.com/daltonbr/Undercooked,82.8,100,68,100,100,48,92,0,A_active_standard_high_confidence,A_priority,84.08,161,50,199,2026-01-10T02:28:44Z,1,standard_unity_project,TRUE,TRUE,TRUE,135,37,TRUE,35548,23,0,0,0,0,23,0,FALSE,TRUE,FALSE,TRUE,???? Fan-made cooking game! ????,"fanmade, game, overcooked, unity",C#,MIT,"composite=82.8; dimensions=pop:100,maint:68,unity:100,scale:100,surface:48.0,relevance:92,penalty:0; tier=A_active_standard_high_confidence",161 stars; pushed 199d ago; standard_unity_project; game/app keywords; security-surface:dynamic
52,kipuki/3d-game-console-museum,https://github.com/kipuki/3d-game-console-museum,82.68,31.88,82,100,100,100,86,0,A_active_standard_high_confidence,A_priority,91.99,5,1,171,2026-02-07T08:43:45Z,0,standard_unity_project,TRUE,TRUE,TRUE,213,7,TRUE,230968,167,130,7,0,2,9,19,FALSE,TRUE,FALSE,TRUE,VR Museum created in Unity to showcase the history of 3D consoles as of 2023.,"c-sharp, memory-management, unity, unity-vr, unity3d",C#,MIT,"composite=82.68; dimensions=pop:31.88,maint:82,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","5 stars; pushed 171d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
53,Neleac/MesekaiUnity,https://github.com/Neleac/MesekaiUnity,82.58,79,30,100,100,100,92,0,E_low_priority_or_noisy,A_priority,81.16,37,15,900,2024-02-09T05:24:31Z,3,standard_unity_project,TRUE,FALSE,FALSE,307,20,TRUE,119892,51,18,7,0,4,20,2,FALSE,TRUE,FALSE,TRUE,webcam motion tracking avatar for Vtubing and multiplayer games,,C#,GPL-3.0,"composite=82.58; dimensions=pop:79.0,maint:30,unity:100,scale:100,surface:100,relevance:92,penalty:0; tier=E_low_priority_or_noisy","37 stars; pushed 900d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
54,ItharDev/RPG-Viewer-Client,https://github.com/ItharDev/RPG-Viewer-Client,82.57,45.28,68,100,100,100,86,0,A_active_standard_high_confidence,B_priority,73.25,11,2,230,2025-12-10T12:52:35Z,0,standard_unity_project,TRUE,TRUE,TRUE,787,28,TRUE,84412,51,18,3,0,0,30,0,FALSE,TRUE,FALSE,TRUE,Official client-side application for RPG Viewer VTT,"client, csharp, frontend, roleplaying, rpg, socket-io, tabletop, tool, unity, vtt",C#,,"composite=82.57; dimensions=pop:45.28,maint:68,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","11 stars; pushed 230d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
55,hellochar/Twilight-Dungeons,https://github.com/hellochar/Twilight-Dungeons,82.56,47.21,82,100,100,85.6,86,0,A_active_standard_high_confidence,A_priority,82.42,14,1,143,2026-03-07T22:56:51Z,1,standard_unity_project,TRUE,TRUE,TRUE,379,13,TRUE,30435,49,1,7,0,3,35,3,FALSE,TRUE,FALSE,TRUE,"Wear hardened sap as armor. Purposefully infect yourself with fungi. Eat a Deathbloom flower and go into a Frenzy. Lure enemies into fighting each other. A challenging, tactical roguelike.","2d, android, game, roguelike, unity",C#,,"composite=82.56; dimensions=pop:47.21,maint:82,unity:100,scale:100,surface:85.6,relevance:86,penalty:0; tier=A_active_standard_high_confidence","14 stars; pushed 143d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
56,PELMENAP/TheRavine,https://github.com/PELMENAP/TheRavine,82.42,20.47,92,100,100,100,86,0,A_active_standard_high_confidence,A_priority,84.94,3,0,38,2026-06-20T00:57:46Z,0,standard_unity_project,TRUE,TRUE,TRUE,693,11,TRUE,683326,87,6,13,7,1,25,35,FALSE,TRUE,FALSE,TRUE,"The new The Ravine repository, where game will be finished in full","ai, alaypetro, csharp, game, game-development, litmotion, llm, multiplayer-game, nal, performance-optimization, procedural-generation, r3, theravine, unitask, unity",C#,Apache-2.0,"composite=82.42; dimensions=pop:20.47,maint:92,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 38d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic,native"
57,RamleyH/Shroomfall,https://github.com/RamleyH/Shroomfall,82.42,20.47,92,100,100,100,86,0,A_active_standard_high_confidence,A_priority,78.94,3,0,56,2026-06-02T22:32:38Z,0,standard_unity_project,TRUE,TRUE,TRUE,273,50,TRUE,1292707,48,10,12,0,0,19,7,FALSE,TRUE,FALSE,TRUE,Active Ragdoll Multiplayer Unity Game,,C#,,"composite=82.42; dimensions=pop:20.47,maint:92,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 56d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
58,Angelinis/VR_Escape_room_2021,https://github.com/Angelinis/VR_Escape_room_2021,82.42,20.47,92,100,100,100,86,0,A_active_standard_high_confidence,A_priority,83.95,3,0,82,2026-05-07T15:32:17Z,0,standard_unity_project,TRUE,TRUE,TRUE,603,19,TRUE,371546,58,11,12,4,3,27,1,FALSE,TRUE,FALSE,TRUE,"“VR Escape Room” is a VR application. It is an escape game, where a player needs to get out a building by finding some objects and solving puzzles. This project used C#, Unity, Wit.AI, Google Cloud Platform and Gemini API.",,C#,,"composite=82.42; dimensions=pop:20.47,maint:92,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 82d ago; standard_unity_project; game/app keywords; security-surface:network,file,archive,deser,dynamic,native"
59,imengyu/Ballance,https://github.com/imengyu/Ballance,81.96,100,68,100,100,100,54,35,B_active_standard_review_noise,reject_noise,76.16,300,33,247,2025-11-23T12:29:13Z,35,standard_unity_project,TRUE,TRUE,TRUE,439,3,TRUE,850718,65,5,17,1,4,23,15,TRUE,TRUE,TRUE,TRUE,经典游戏平衡球的 Ballance Unity 复刻版,"android, ball, ballance, game, havok, mod, unity, unity3d",C#,GPL-3.0,"composite=81.96; dimensions=pop:100,maint:68,unity:100,scale:100,surface:100,relevance:54,penalty:35; tier=B_active_standard_review_noise","300 stars; pushed 247d ago; standard_unity_project; game/app keywords; negative keyword penalty; security-surface:network,file,archive,deser,dynamic,native"
60,Ben1138/SWBF2Phoenix,https://github.com/Ben1138/SWBF2Phoenix,81.88,95.32,48,100,100,65.6,92,0,A_active_standard_high_confidence,A_priority,85.64,91,14,637,2024-10-29T17:30:27Z,16,standard_unity_project,TRUE,TRUE,FALSE,86,4,TRUE,10584,26,2,2,0,0,16,6,FALSE,TRUE,FALSE,TRUE,"A re-implementation of the old Star Wars Battlefront II (2005) game, utilizing the Unity game engine",,C#,AGPL-3.0,"composite=81.88; dimensions=pop:95.32,maint:48,unity:100,scale:100,surface:65.6,relevance:92,penalty:0; tier=A_active_standard_high_confidence","91 stars; pushed 637d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
61,Unity-Technologies/hw20-multiplayer-asteroid-soccer-game,https://github.com/Unity-Technologies/hw20-multiplayer-asteroid-soccer-game,81.8,61.24,68,100,100,81.8,86,0,A_active_standard_high_confidence,A_priority,83.63,16,6,278,2025-10-23T19:34:43Z,4,standard_unity_project,TRUE,TRUE,TRUE,69,13,TRUE,31192,39,30,1,0,0,7,1,FALSE,TRUE,FALSE,TRUE,A multiplayer game in Unity,"docker, game, game-server, multiplayer, unity",C#,,"composite=81.8; dimensions=pop:61.24,maint:68,unity:100,scale:100,surface:81.8,relevance:86,penalty:0; tier=A_active_standard_high_confidence","16 stars; pushed 278d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
62,tsksandeep/smart-theatre-ar-project,https://github.com/tsksandeep/smart-theatre-ar-project,81.62,39.99,68,100,100,100,86,0,A_active_standard_high_confidence,A_priority,87.76,14,0,215,2025-12-25T08:18:20Z,0,standard_unity_project,TRUE,TRUE,TRUE,165,1,TRUE,60332,223,161,8,0,0,4,50,FALSE,TRUE,FALSE,TRUE,This project lets the audience view and switch subtitles to multiple languages in theatres using augmented reality.,"android, augmented-reality, ios, unity",C#,,"composite=81.62; dimensions=pop:39.99,maint:68,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","14 stars; pushed 215d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic,native"
63,minhnhat16/ScrewPuzzle,https://github.com/minhnhat16/ScrewPuzzle,81.6,25.89,82,100,100,100,86,0,A_active_standard_high_confidence,A_priority,86.9,3,1,112,2026-04-07T02:53:37Z,0,standard_unity_project,TRUE,TRUE,TRUE,618,11,TRUE,325403,185,115,30,0,6,33,1,FALSE,TRUE,FALSE,TRUE,Unity puzzle Game,,C#,,"composite=81.6; dimensions=pop:25.89,maint:82,unity:100,scale:100,surface:100,relevance:86,penalty:0; tier=A_active_standard_high_confidence","3 stars; pushed 112d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
64,FFF40/JANOARG,https://github.com/FFF40/JANOARG,81.52,82.44,92,100,100,35.8,92,0,A_active_standard_high_confidence,A_priority,85.14,59,7,70,2026-05-19T10:32:07Z,8,standard_unity_project,TRUE,TRUE,TRUE,114,8,TRUE,116238,15,2,7,0,0,6,0,FALSE,TRUE,FALSE,TRUE,a rhythm game about rhythm games,"csharp, game, music-game, otoge, rhythm-game, unity",C#,NOASSERTION,"composite=81.52; dimensions=pop:82.44,maint:92,unity:100,scale:100,surface:35.8,relevance:92,penalty:0; tier=A_active_standard_high_confidence","59 stars; pushed 70d ago; standard_unity_project; game/app keywords; security-surface:network,file,dynamic"
65,V-Sekai/cassie,https://github.com/V-Sekai/cassie,81.41,46.34,92,100,94.25,75.4,86,0,A_active_standard_high_confidence,A_priority,79.09,18,0,66,2026-05-23T18:37:39Z,2,standard_unity_project,TRUE,TRUE,TRUE,71,1,TRUE,105185,26,20,3,0,1,1,1,FALSE,TRUE,FALSE,TRUE,Sketch complex curves and surfaces in VR,"csharp, curves-and-surfaces, unity, vr-sketching",C#,MIT,"composite=81.41; dimensions=pop:46.34,maint:92,unity:100,scale:94.25,surface:75.4,relevance:86,penalty:0; tier=A_active_standard_high_confidence","18 stars; pushed 66d ago; standard_unity_project; game/app keywords; security-surface:network,file,deser,dynamic,native"
