project,loc,category,mechanism,api,owner,detail
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/CollectionsActions.cs:80:20:80:151,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,CollectionsActions,callback=Several ArrayList Proxies coexists on the same GameObject and no reference is given to find the expected ArrayList; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/CollectionsActions.cs:96:20:96:75,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,CollectionsActions,callback=ArrayList Proxy reference do not match; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/CollectionsActions.cs:106:6:106:48,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,CollectionsActions,callback=ArrayList proxy not found; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerArrayListProxyInspector.cs:26:14:26:21,Lifecycle-Driven State Flows,Initialization,OnEnable,PlayMakerArrayListProxyInspector,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerArrayListProxyInspector.cs:165:40:165:124,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerArrayListProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerArrayListProxyInspector.cs:200:4:200:47,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerArrayListProxyInspector,callback=-- Empty --; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:25:4:25:36,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:29:37:29:117,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Start Index; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:31:34:31:118,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Max Rows; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:68:63:68:122,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Prefill type; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:79:39:79:93,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Prefill count; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:89:10:89:66,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Save; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:92:7:92:32,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:93:7:93:26,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:95:10:95:68,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Cancel; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:100:7:100:32,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:101:7:101:26,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:118:34:118:94,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Condensed view; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:122:32:122:96,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Small thumbs; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:124:22:124:76,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=Live update; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:295:10:295:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=x; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:297:10:297:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=y; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:299:10:299:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=z; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:301:10:301:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=w; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:390:50:390:133,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:415:12:415:41,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:421:52:421:134,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:445:10:445:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=x; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:447:10:447:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=y; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:476:10:476:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=x; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:478:10:478:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=y; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:480:10:480:86,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=z; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerCollectionProxyInspector.cs:583:5:583:80,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerCollectionProxyInspector,callback=WARNING: Keys must be unique; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerHashTableProxyInspector.cs:25:14:25:21,Lifecycle-Driven State Flows,Initialization,OnEnable,PlayMakerHashTableProxyInspector,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerHashTableProxyInspector.cs:136:51:136:145,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerHashTableProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/Editor/PlayMakerHashTableProxyInspector.cs:170:4:170:36,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,PlayMakerHashTableProxyInspector,callback=; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/HashTableActions.cs:42:5:42:45,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,HashTableActions,callback=HashTable proxy is null; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/HashTableActions.cs:46:5:46:41,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,HashTableActions,callback=HashTable undefined; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/PlayMakerArrayListProxy.cs:107:14:107:18,Lifecycle-Driven State Flows,Initialization,Awake,PlayMakerArrayListProxy,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker ArrayMaker/__internal__/PlayMakerHashTableProxy.cs:82:14:82:18,Lifecycle-Driven State Flows,Initialization,Awake,PlayMakerHashTableProxy,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/Physics/EnableCollider.cs:50:24:50:28,Lifecycle-Driven State Flows,Initialization,Reset,EnableCollider,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/Physics/EnableCollider.cs:162:29:162:87,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,EnableCollider,callback=Please select type for child filter !!!; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/Physics/TriggerEvent2.cs:31:24:31:28,Lifecycle-Driven State Flows,Initialization,Reset,TriggerEvent2,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/enableTextmeshProAutoSizeText.cs:41:30:41:34,Lifecycle-Driven State Flows,Initialization,Reset,enableTextmeshProAutoSizeText,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/enableTextmeshProAutoSizeTextContainer.cs:29:30:29:34,Lifecycle-Driven State Flows,Initialization,Reset,enableTextmeshProAutoSizeTextContainer,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/enableTextmeshProExtraPadding.cs:27:30:27:34,Lifecycle-Driven State Flows,Initialization,Reset,enableTextmeshProExtraPadding,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/enableTextmeshProKerning.cs:27:30:27:34,Lifecycle-Driven State Flows,Initialization,Reset,enableTextmeshProKerning,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/enableTextmeshProOverrideTags.cs:27:30:27:34,Lifecycle-Driven State Flows,Initialization,Reset,enableTextmeshProOverrideTags,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/enableTextmeshProWrappingAndOverflow.cs:32:30:32:34,Lifecycle-Driven State Flows,Initialization,Reset,enableTextmeshProWrappingAndOverflow,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/setTextmeshProFontMaterialPreset.cs:28:30:28:34,Lifecycle-Driven State Flows,Initialization,Reset,setTextmeshProFontMaterialPreset,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/setTextmeshProMargins.cs:38:30:38:34,Lifecycle-Driven State Flows,Initialization,Reset,setTextmeshProMargins,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/setTextmeshProSpacingOptions.cs:36:30:36:34,Lifecycle-Driven State Flows,Initialization,Reset,setTextmeshProSpacingOptions,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/setTextmeshProUvMappingOptions.cs:35:30:35:34,Lifecycle-Driven State Flows,Initialization,Reset,setTextmeshProUvMappingOptions,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Advanced/setTextmeshSortingLayer.cs:31:30:31:34,Lifecycle-Driven State Flows,Initialization,Reset,setTextmeshSortingLayer,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:45:30:45:34,Lifecycle-Driven State Flows,Initialization,Reset,setTextmeshProShaderPropertiesBevel,MonoBehaviour callback declaration (name-based; UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:97:17:97:74,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=BEVEL_ON; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:102:17:102:76,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_ShaderFlags; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:106:17:106:76,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_ShaderFlags; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:109:13:109:77,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_Bevel; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:110:13:110:83,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_BevelOffset; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:111:13:111:81,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_BevelWidth; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:112:13:112:81,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_BevelClamp; target name unresolvable (UnityEngine types unavailable)
Rac-VR,Rac-VR/Assets/PlayMaker Custom Actions/TMP 2022/TextMeshPro_Playmaker-master/actions/Shaders/setTextmeshProShaderPropertiesBevel.cs:113:13:113:89,Asynchronous Invocation Flows,UnresolvedStringCallback,UnresolvedUnityStringAPI,setTextmeshProShaderPropertiesBevel,callback=_BevelRoundness; target name unresolvable (UnityEngine types unavailable)
